breed,Q121,Q125,Q127,Q124,Q54,Q123,Q60,Q17,frac_of_breed,img
mixed breed,negative,any,negative,negative,negative,any,any,negative,0.017491552,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,negative,any,any,positive,0.000198768,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,negative,any,negative,any,0.016100179,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,negative,any,negative,negative,0.005963029,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,negative,any,positive,any,0.006956867,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,negative,any,positive,negative,0.002583979,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,negative,negative,any,any,0.006559332,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,negative,negative,any,negative,0.002385212,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,negative,negative,negative,any,0.002981515,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,negative,negative,negative,negative,0.000397535,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,negative,negative,positive,any,0.000795071,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,negative,negative,positive,negative,0.000397535,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,negative,positive,any,any,0.018087855,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,negative,positive,any,negative,0.007155635,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,negative,positive,any,positive,0.000198768,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,negative,positive,negative,any,0.0067581,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,negative,positive,negative,negative,0.002583979,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,negative,positive,positive,any,0.004372888,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,negative,positive,positive,negative,0.001391373,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,positive,any,any,any,0.008547009,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,positive,any,any,negative,0.003975353,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,positive,any,any,positive,0.000596303,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,positive,any,negative,any,0.00337905,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,positive,any,negative,negative,0.001391373,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,positive,any,negative,positive,0.000397535,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,positive,any,positive,any,0.001192606,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,positive,any,positive,negative,0.000596303,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,positive,negative,any,any,0.001192606,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,positive,negative,any,negative,0.001192606,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,positive,negative,negative,any,0.000397535,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,positive,negative,negative,negative,0.000397535,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,positive,negative,positive,any,0.000198768,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,positive,negative,positive,negative,0.000198768,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,positive,positive,any,any,0.003776585,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,positive,positive,any,negative,0.001391373,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,positive,positive,any,positive,0.000596303,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,positive,positive,negative,any,0.001590141,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,positive,positive,negative,negative,0.000397535,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,positive,positive,negative,positive,0.000397535,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,positive,positive,positive,any,0.000596303,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,negative,positive,positive,positive,negative,0.000397535,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,any,any,any,any,0.011926058,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,any,any,any,negative,0.004969191,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,any,any,negative,any,0.004372888,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,any,any,negative,negative,0.001987676,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,any,any,positive,any,0.002583979,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,any,any,positive,negative,0.000993838,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,any,negative,any,any,0.001590141,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,any,negative,any,negative,0.000397535,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,any,negative,negative,any,0.000993838,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,any,negative,negative,negative,0.000397535,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,any,negative,positive,any,0.000397535,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,any,positive,any,any,0.004969191,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,any,positive,any,negative,0.002186444,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,any,positive,negative,any,0.001590141,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,any,positive,negative,negative,0.000795071,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,any,positive,positive,any,0.001391373,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,any,positive,positive,negative,0.000596303,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,negative,any,any,any,0.005565494,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,negative,any,any,negative,0.002583979,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,negative,any,negative,any,0.002186444,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,negative,any,negative,negative,0.001192606,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,negative,any,positive,any,0.000993838,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,negative,any,positive,negative,0.000596303,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,negative,negative,any,any,0.000795071,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,negative,negative,any,negative,0.000198768,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,negative,negative,negative,any,0.000397535,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,negative,negative,negative,negative,0.000198768,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,negative,negative,positive,any,0.000198768,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,negative,positive,any,any,0.001987676,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,negative,positive,any,negative,0.000795071,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,negative,positive,negative,any,0.000596303,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,negative,positive,negative,negative,0.000198768,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,negative,positive,positive,any,0.000397535,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,negative,positive,positive,negative,0.000198768,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,positive,any,any,any,0.000397535,./img/breeds/mixed_breed.png
mixed breed,negative,any,negative,positive,positive,any,positive,any,0.000198768,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,any,any,any,any,0.011130988,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,any,any,any,negative,0.003975353,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,any,any,negative,any,0.004372888,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,any,any,negative,negative,0.000993838,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,any,any,positive,any,0.001590141,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,any,any,positive,negative,0.000795071,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,any,negative,any,any,0.001987676,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,any,negative,any,negative,0.001192606,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,any,negative,negative,any,0.000795071,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,any,negative,negative,negative,0.000198768,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,any,negative,positive,any,0.000198768,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,any,negative,positive,negative,0.000198768,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,any,positive,any,any,0.003577818,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,any,positive,any,negative,0.000596303,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,any,positive,negative,any,0.001192606,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,any,positive,positive,any,0.000596303,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,any,positive,positive,negative,0.000198768,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,negative,any,any,any,0.005963029,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,negative,any,any,negative,0.002385212,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,negative,any,negative,any,0.002186444,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,negative,any,negative,negative,0.000397535,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,negative,any,positive,any,0.000596303,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,negative,any,positive,negative,0.000596303,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,negative,negative,any,any,0.000596303,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,negative,negative,any,negative,0.000397535,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,negative,negative,negative,any,0.000397535,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,negative,negative,negative,negative,0.000198768,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,negative,positive,any,any,0.001788909,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,negative,positive,any,negative,0.000397535,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,negative,positive,negative,any,0.000596303,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,negative,positive,positive,any,0.000198768,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,negative,positive,positive,negative,0.000198768,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,positive,any,any,any,0.000795071,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,positive,any,any,negative,0.000198768,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,positive,any,negative,any,0.000596303,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,positive,any,negative,negative,0.000198768,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,positive,negative,any,any,0.000198768,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,positive,positive,any,any,0.000198768,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,any,positive,positive,negative,any,0.000198768,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,negative,any,any,any,any,0.003975353,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,negative,any,any,any,negative,0.001987676,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,negative,any,any,negative,any,0.001788909,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,negative,any,any,negative,negative,0.000596303,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,negative,any,any,positive,any,0.000397535,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,negative,any,any,positive,negative,0.000198768,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,negative,any,negative,any,any,0.000993838,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,negative,any,negative,any,negative,0.000596303,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,negative,any,negative,negative,any,0.000596303,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,negative,any,negative,negative,negative,0.000198768,./img/breeds/mixed_breed.png
mixed breed,negative,any,positive,negative,any,positive,any,any,0.001192606,./img/breeds/mixed_breed.png
